               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,             0.03636,            0.032492,           0.0022528,             0.78492,             0.65067,             0.70882,             0.36585,            0.048227,            0.032909,           0.0071217,            0.005116,            0.005116,            0.005116
                 150,            0.036409,            0.031536,           0.0019366,             0.77703,             0.66303,             0.71751,              0.3677,             0.04846,            0.032298,            0.007528,            0.005083,            0.005083,            0.005083
                 151,            0.036767,             0.03085,           0.0021978,             0.79112,             0.61145,             0.69565,             0.35746,            0.048734,            0.033044,           0.0073556,             0.00505,             0.00505,             0.00505
                 152,            0.037063,             0.03269,           0.0021263,             0.74759,             0.67051,             0.71242,             0.36171,            0.048723,            0.032397,           0.0075945,            0.005017,            0.005017,            0.005017
                 153,            0.036015,            0.030798,           0.0023159,             0.78063,             0.63232,               0.694,              0.3526,            0.049052,            0.033181,           0.0080826,            0.004984,            0.004984,            0.004984
                 154,            0.036618,            0.031367,           0.0019873,             0.75015,             0.65861,             0.71053,             0.36368,            0.048406,             0.03242,           0.0082936,            0.004951,            0.004951,            0.004951
                 155,            0.036105,            0.029432,           0.0020423,               0.763,             0.66267,              0.7089,             0.36242,            0.048255,            0.032688,           0.0081165,            0.004918,            0.004918,            0.004918
                 156,            0.036523,            0.030694,           0.0018981,             0.77628,             0.67071,             0.71552,             0.37181,            0.048248,            0.032197,           0.0078415,            0.004885,            0.004885,            0.004885
                 157,            0.035821,            0.030419,           0.0025137,             0.75619,              0.6664,             0.71011,             0.36694,            0.048356,            0.032423,           0.0075878,            0.004852,            0.004852,            0.004852
                 158,            0.036478,            0.031241,           0.0020564,             0.73382,             0.66927,             0.70491,             0.36875,            0.048243,            0.033028,           0.0079551,            0.004819,            0.004819,            0.004819
                 159,            0.034646,            0.029645,           0.0023667,             0.77404,             0.65836,              0.7112,             0.37472,            0.048193,            0.032523,           0.0073378,            0.004786,            0.004786,            0.004786
                 160,            0.034881,            0.027363,           0.0020443,             0.75085,             0.66588,             0.71292,             0.37291,            0.048139,            0.032523,           0.0071911,            0.004753,            0.004753,            0.004753
                 161,            0.036429,            0.030959,           0.0019961,             0.76649,             0.64019,             0.70365,             0.37836,            0.048254,            0.032376,           0.0074174,             0.00472,             0.00472,             0.00472
                 162,            0.035469,            0.031144,           0.0020503,             0.79758,             0.65843,             0.72181,              0.3813,            0.047757,            0.031653,           0.0075539,            0.004687,            0.004687,            0.004687
                 163,            0.035204,            0.030306,           0.0020374,             0.79078,             0.65633,              0.7259,             0.37821,            0.047913,            0.032224,           0.0073872,            0.004654,            0.004654,            0.004654
                 164,            0.037669,             0.03226,           0.0017794,             0.73067,             0.68594,              0.7109,             0.37499,            0.048171,            0.032358,           0.0074489,            0.004621,            0.004621,            0.004621
                 165,            0.035985,            0.030772,           0.0020003,             0.73925,             0.67115,              0.7082,             0.37705,            0.048475,            0.031893,           0.0075184,            0.004588,            0.004588,            0.004588
                 166,            0.036224,            0.030124,           0.0020913,             0.77758,             0.64443,             0.70886,              0.3833,            0.048367,             0.03174,           0.0074244,            0.004555,            0.004555,            0.004555
                 167,            0.035457,            0.030813,           0.0018076,             0.79012,             0.64588,             0.70609,             0.37357,            0.048275,            0.032011,           0.0078019,            0.004522,            0.004522,            0.004522
                 168,            0.035658,            0.030852,           0.0019691,             0.77221,             0.66612,             0.71796,             0.37864,            0.048307,            0.032194,           0.0081808,            0.004489,            0.004489,            0.004489
                 169,            0.034782,            0.030186,           0.0022049,             0.76147,             0.66356,             0.72075,             0.38168,            0.048117,            0.032184,           0.0075381,            0.004456,            0.004456,            0.004456
                 170,             0.03488,            0.030036,           0.0018149,             0.78524,             0.63409,             0.71171,              0.3824,            0.048223,            0.032489,           0.0073405,            0.004423,            0.004423,            0.004423
                 171,            0.035959,            0.033227,           0.0017428,             0.79654,             0.66612,             0.72248,              0.3789,            0.048056,             0.03226,           0.0079358,             0.00439,             0.00439,             0.00439
                 172,            0.035382,            0.030127,           0.0019948,             0.74512,             0.67965,             0.72036,             0.38309,            0.048816,            0.032287,           0.0080815,            0.004357,            0.004357,            0.004357
                 173,            0.035333,            0.029307,           0.0020727,             0.76442,             0.66979,             0.72198,             0.38023,            0.047967,            0.032573,            0.007384,            0.004324,            0.004324,            0.004324
                 174,            0.035667,            0.029242,           0.0020034,             0.79595,             0.63744,             0.71739,             0.37757,            0.048257,            0.032493,           0.0072827,            0.004291,            0.004291,            0.004291
                 175,            0.035936,            0.031993,           0.0021285,             0.77173,             0.65345,             0.71226,             0.37861,            0.048394,            0.032503,           0.0072815,            0.004258,            0.004258,            0.004258
                 176,            0.035275,            0.029728,           0.0017665,             0.77396,             0.65123,             0.70403,               0.365,            0.048213,            0.032795,           0.0079568,            0.004225,            0.004225,            0.004225
                 177,             0.03509,            0.030711,           0.0017867,             0.76724,             0.64206,             0.69502,             0.37217,            0.048009,            0.032651,           0.0076038,            0.004192,            0.004192,            0.004192
                 178,            0.034864,            0.030279,           0.0016171,             0.82623,             0.63183,             0.71922,             0.38173,               0.048,            0.032739,            0.007646,            0.004159,            0.004159,            0.004159
                 179,            0.034089,            0.029078,           0.0018378,              0.7883,              0.6557,             0.72528,             0.38072,            0.047755,            0.032602,           0.0080025,            0.004126,            0.004126,            0.004126
                 180,            0.034982,            0.029596,            0.001812,             0.75945,             0.67354,             0.72377,             0.38553,            0.047714,            0.032151,           0.0082983,            0.004093,            0.004093,            0.004093
                 181,            0.035167,            0.029511,           0.0017107,             0.79266,             0.65291,             0.72704,             0.39323,            0.047156,            0.032357,           0.0082897,             0.00406,             0.00406,             0.00406
                 182,            0.035255,             0.03185,           0.0015588,             0.80387,             0.65432,             0.71444,              0.3795,             0.04745,            0.032682,           0.0086128,            0.004027,            0.004027,            0.004027
                 183,            0.034587,            0.030177,           0.0017872,             0.78904,             0.63531,             0.71221,             0.38274,            0.047802,            0.032364,           0.0084578,            0.003994,            0.003994,            0.003994
                 184,            0.034349,            0.028755,           0.0017894,             0.79192,             0.62687,             0.71151,             0.37811,            0.048461,            0.032816,           0.0077213,            0.003961,            0.003961,            0.003961
                 185,            0.034199,            0.028696,           0.0013973,              0.7584,             0.65367,             0.70423,             0.38023,            0.048091,            0.033183,           0.0073765,            0.003928,            0.003928,            0.003928
                 186,            0.034112,             0.02951,            0.001801,             0.76624,             0.68567,             0.71487,             0.37805,            0.047632,            0.032556,           0.0073972,            0.003895,            0.003895,            0.003895
                 187,            0.034272,            0.028959,           0.0015937,             0.75007,             0.69585,             0.72872,             0.38431,            0.047481,            0.032189,           0.0078323,            0.003862,            0.003862,            0.003862
                 188,             0.03423,            0.029081,           0.0015641,              0.7671,             0.65728,             0.71504,             0.37955,            0.047614,            0.032466,           0.0077465,            0.003829,            0.003829,            0.003829
                 189,            0.034131,            0.029457,           0.0017834,             0.77314,             0.65283,             0.71316,             0.38117,            0.047521,            0.032606,            0.007155,            0.003796,            0.003796,            0.003796
                 190,            0.033379,             0.02656,           0.0016884,             0.76324,             0.67857,             0.71448,              0.3814,            0.047762,            0.032938,           0.0072515,            0.003763,            0.003763,            0.003763
                 191,            0.034606,            0.028425,           0.0016025,             0.75688,             0.67292,             0.71691,             0.37788,            0.047702,            0.032845,           0.0075112,             0.00373,             0.00373,             0.00373
                 192,            0.034006,            0.030257,           0.0019994,             0.73123,             0.67927,             0.72283,             0.38248,            0.047411,            0.032624,           0.0080267,            0.003697,            0.003697,            0.003697
                 193,            0.033736,            0.028796,           0.0016368,             0.74932,             0.68309,             0.71484,             0.38289,            0.047649,            0.032575,           0.0081776,            0.003664,            0.003664,            0.003664
                 194,            0.034622,            0.030464,            0.001703,             0.75917,             0.67505,             0.72602,             0.39129,            0.047452,            0.032313,           0.0078518,            0.003631,            0.003631,            0.003631
                 195,            0.033705,            0.028965,           0.0017133,             0.76656,             0.63918,             0.71291,             0.37982,            0.047808,            0.032279,           0.0083547,            0.003598,            0.003598,            0.003598
                 196,             0.03316,            0.029299,           0.0016871,              0.7629,             0.65736,              0.7137,             0.37086,            0.048301,            0.033243,           0.0085059,            0.003565,            0.003565,            0.003565
                 197,            0.034406,            0.029212,           0.0015337,             0.75485,             0.65751,             0.70812,             0.37453,            0.048067,            0.032988,           0.0083593,            0.003532,            0.003532,            0.003532
                 198,            0.033658,            0.029662,           0.0016109,             0.77166,             0.64858,             0.71119,             0.38138,            0.047595,            0.032622,           0.0085334,            0.003499,            0.003499,            0.003499
                 199,            0.033808,            0.030352,           0.0014648,              0.7869,             0.63415,             0.71272,             0.38413,            0.047597,            0.032463,           0.0088131,            0.003466,            0.003466,            0.003466
                 200,            0.033863,            0.030976,           0.0016101,             0.76599,             0.64017,             0.70331,             0.38585,            0.047384,             0.03205,            0.008734,            0.003433,            0.003433,            0.003433
                 201,             0.03262,            0.028277,            0.001477,             0.78887,             0.63668,             0.70829,             0.38956,            0.047337,            0.032173,           0.0088173,              0.0034,              0.0034,              0.0034
                 202,            0.033222,            0.029057,           0.0016345,             0.77393,             0.66984,             0.72113,             0.38525,            0.047594,            0.032372,           0.0085473,            0.003367,            0.003367,            0.003367
                 203,            0.033284,            0.029898,           0.0015234,             0.73921,             0.66406,              0.7095,             0.38113,            0.047665,            0.032701,           0.0079471,            0.003334,            0.003334,            0.003334
                 204,            0.033673,            0.029409,           0.0014209,             0.76452,               0.667,             0.72858,             0.37988,            0.047855,            0.032701,           0.0079361,            0.003301,            0.003301,            0.003301
                 205,            0.033463,            0.031224,           0.0014637,             0.74966,             0.67246,             0.72575,             0.38533,            0.047128,            0.032663,           0.0077961,            0.003268,            0.003268,            0.003268
                 206,            0.032346,            0.028163,            0.001477,             0.78724,             0.65641,             0.73315,             0.39048,            0.046995,             0.03229,           0.0078617,            0.003235,            0.003235,            0.003235
                 207,             0.03377,            0.028796,            0.001479,             0.78139,             0.65615,             0.72382,             0.38772,            0.047939,            0.033079,           0.0074247,            0.003202,            0.003202,            0.003202
                 208,            0.032835,            0.028686,           0.0012535,             0.75038,             0.68013,             0.73005,             0.39195,            0.047652,            0.032547,           0.0076172,            0.003169,            0.003169,            0.003169
                 209,            0.032995,            0.028895,           0.0014664,             0.75225,             0.67633,              0.7265,             0.38466,            0.047577,            0.032273,           0.0078111,            0.003136,            0.003136,            0.003136
                 210,            0.032484,            0.027251,           0.0013354,             0.75941,             0.68336,             0.72592,             0.38868,              0.0477,            0.032447,           0.0077826,            0.003103,            0.003103,            0.003103
                 211,            0.032219,            0.027044,           0.0012879,             0.73861,             0.67349,             0.71687,             0.38769,              0.0478,            0.033638,           0.0080346,             0.00307,             0.00307,             0.00307
                 212,            0.032691,            0.028481,           0.0013746,             0.79573,             0.64529,             0.72128,             0.38926,            0.047392,            0.033403,           0.0076258,            0.003037,            0.003037,            0.003037
                 213,            0.033061,            0.028513,           0.0013268,              0.7817,             0.63851,             0.71239,             0.38401,            0.047732,            0.033087,           0.0076066,            0.003004,            0.003004,            0.003004
                 214,            0.032924,            0.027763,           0.0015508,             0.77763,             0.65547,             0.71837,             0.38404,             0.04772,            0.033175,           0.0080848,            0.002971,            0.002971,            0.002971
                 215,            0.032681,            0.028415,           0.0014132,              0.7888,             0.67184,             0.72997,             0.40332,            0.047134,            0.032303,           0.0079299,            0.002938,            0.002938,            0.002938
                 216,            0.032146,            0.027481,           0.0016749,             0.77313,             0.69748,             0.73325,             0.39854,             0.04706,            0.032305,           0.0077784,            0.002905,            0.002905,            0.002905
                 217,            0.032557,              0.0282,           0.0014041,             0.79142,             0.64956,             0.72292,             0.38622,            0.047103,            0.032829,           0.0078784,            0.002872,            0.002872,            0.002872
                 218,            0.032352,            0.028765,           0.0014813,             0.79968,             0.63813,             0.72274,             0.38866,             0.04706,            0.032941,           0.0080778,            0.002839,            0.002839,            0.002839
                 219,            0.032781,            0.026885,            0.001513,             0.77867,             0.65871,             0.72263,             0.39015,            0.047158,            0.032781,           0.0081616,            0.002806,            0.002806,            0.002806
                 220,            0.032199,            0.028285,           0.0012915,              0.7959,             0.64297,             0.70878,              0.3908,            0.047226,            0.032786,           0.0081384,            0.002773,            0.002773,            0.002773
                 221,            0.032366,            0.027399,           0.0014053,             0.78041,              0.6631,             0.72014,             0.39502,            0.047006,            0.032712,           0.0081417,             0.00274,             0.00274,             0.00274
                 222,            0.031684,            0.027795,           0.0012032,             0.75495,             0.67213,             0.71837,             0.39407,            0.047225,            0.033398,           0.0081274,            0.002707,            0.002707,            0.002707
                 223,            0.032304,            0.028368,           0.0015185,             0.79559,             0.65273,             0.71377,             0.39181,            0.047277,            0.033225,           0.0079897,            0.002674,            0.002674,            0.002674
                 224,            0.031946,            0.027566,           0.0014876,             0.79723,              0.6449,             0.71448,             0.39212,            0.047296,            0.033116,           0.0078638,            0.002641,            0.002641,            0.002641
                 225,            0.032849,            0.027132,           0.0012708,              0.7826,             0.64718,             0.71217,             0.39538,            0.047333,            0.033181,           0.0079997,            0.002608,            0.002608,            0.002608
                 226,            0.032241,            0.028205,            0.001145,             0.79653,             0.65828,             0.72853,             0.39521,            0.047039,             0.03269,           0.0078845,            0.002575,            0.002575,            0.002575
                 227,            0.032554,            0.028169,           0.0012753,             0.75178,             0.68807,             0.73237,             0.40233,             0.04713,            0.032793,           0.0078325,            0.002542,            0.002542,            0.002542
                 228,            0.031748,            0.027246,           0.0012255,             0.74282,              0.6832,             0.71782,             0.39113,            0.047373,            0.033309,           0.0086045,            0.002509,            0.002509,            0.002509
                 229,            0.032782,            0.029749,            0.001373,             0.76635,             0.67845,             0.72302,             0.40116,            0.047479,            0.033057,           0.0085104,            0.002476,            0.002476,            0.002476
                 230,            0.031642,            0.027707,           0.0012772,             0.75612,             0.67413,             0.72391,             0.39537,            0.047349,            0.032823,           0.0086345,            0.002443,            0.002443,            0.002443
                 231,             0.03167,            0.028602,           0.0014333,             0.79805,             0.64726,             0.72113,             0.38978,            0.047243,            0.032441,           0.0081482,             0.00241,             0.00241,             0.00241
                 232,            0.031799,            0.029575,           0.0012248,             0.79317,             0.67347,             0.72576,             0.39753,            0.046896,             0.03296,           0.0080648,            0.002377,            0.002377,            0.002377
                 233,            0.030784,            0.027395,           0.0013834,              0.8191,             0.64082,             0.72179,             0.39533,            0.046922,            0.033589,           0.0086018,            0.002344,            0.002344,            0.002344
                 234,            0.031799,             0.02804,           0.0014331,             0.80367,             0.65387,             0.72816,             0.39719,            0.047148,            0.033424,            0.008208,            0.002311,            0.002311,            0.002311
                 235,            0.032058,            0.029092,           0.0012705,             0.76216,             0.67523,             0.72091,             0.39424,            0.047302,              0.0336,           0.0079294,            0.002278,            0.002278,            0.002278
                 236,            0.031017,            0.027838,           0.0011246,              0.8259,             0.65467,             0.72909,              0.3929,            0.047254,             0.03343,           0.0078221,            0.002245,            0.002245,            0.002245
                 237,            0.031891,             0.02827,           0.0014272,             0.75689,              0.6858,             0.72496,             0.38963,            0.047157,            0.033225,           0.0077086,            0.002212,            0.002212,            0.002212
                 238,            0.031495,            0.027997,           0.0013846,             0.75166,             0.68923,             0.72683,             0.39161,            0.047154,            0.032918,           0.0079007,            0.002179,            0.002179,            0.002179
                 239,            0.030938,            0.027117,           0.0011528,             0.77452,              0.6798,             0.72939,             0.39469,             0.04751,            0.032888,           0.0078311,            0.002146,            0.002146,            0.002146
                 240,            0.032403,            0.028012,           0.0012472,             0.76737,             0.68469,             0.72664,             0.40325,            0.047102,            0.033224,           0.0080394,            0.002113,            0.002113,            0.002113
                 241,            0.032167,            0.028211,           0.0013794,             0.76051,             0.67165,             0.72429,             0.39893,            0.047074,            0.033324,           0.0079378,             0.00208,             0.00208,             0.00208
                 242,            0.031171,            0.027119,            0.001168,             0.77055,             0.67645,              0.7279,             0.39331,             0.04709,             0.03348,           0.0081701,            0.002047,            0.002047,            0.002047
                 243,            0.030524,            0.025568,           0.0013356,             0.74304,             0.68738,              0.7243,             0.39138,            0.047244,            0.033554,           0.0081272,            0.002014,            0.002014,            0.002014
                 244,            0.030725,              0.0267,           0.0011788,             0.76332,             0.67515,             0.72812,             0.39469,            0.047078,            0.033645,           0.0079376,            0.001981,            0.001981,            0.001981
                 245,            0.030734,            0.026307,           0.0012219,             0.77489,             0.66446,             0.72625,             0.39907,            0.047092,            0.033351,           0.0077922,            0.001948,            0.001948,            0.001948
                 246,            0.030656,            0.025709,           0.0013953,             0.75752,             0.68042,             0.73056,             0.39828,            0.047231,            0.033178,           0.0074718,            0.001915,            0.001915,            0.001915
                 247,            0.030998,            0.026945,           0.0013067,             0.81245,             0.65296,             0.73289,             0.39392,            0.047135,             0.03301,           0.0074818,            0.001882,            0.001882,            0.001882
                 248,            0.031202,            0.028092,           0.0014141,             0.77997,             0.67541,             0.72481,             0.39518,            0.047026,            0.032751,           0.0076686,            0.001849,            0.001849,            0.001849
                 249,            0.031114,            0.029166,           0.0011152,             0.77165,             0.68416,              0.7334,             0.39606,            0.046939,             0.03289,           0.0080066,            0.001816,            0.001816,            0.001816
                 250,            0.029842,            0.026575,           0.0011833,             0.76388,             0.68175,             0.73566,             0.40349,            0.046935,            0.033147,           0.0078324,            0.001783,            0.001783,            0.001783
                 251,            0.030497,            0.026828,           0.0012711,             0.79319,             0.65219,             0.73357,             0.40104,            0.047145,            0.033301,           0.0074651,             0.00175,             0.00175,             0.00175
                 252,             0.03113,            0.026801,           0.0011553,             0.80702,             0.64258,             0.73088,             0.39524,            0.047135,            0.033274,           0.0074174,            0.001717,            0.001717,            0.001717
                 253,            0.032084,            0.028716,            0.001068,              0.7598,             0.65218,             0.72203,             0.39773,            0.047267,            0.033417,             0.00759,            0.001684,            0.001684,            0.001684
                 254,            0.030987,            0.027314,           0.0011927,             0.77175,             0.66924,             0.72783,             0.40217,            0.047023,             0.03303,           0.0077355,            0.001651,            0.001651,            0.001651
                 255,            0.030172,            0.024687,           0.0012955,             0.79555,             0.66028,              0.7302,             0.39591,            0.047297,            0.032926,           0.0083333,            0.001618,            0.001618,            0.001618
                 256,            0.031533,            0.028754,           0.0012083,             0.78151,             0.66124,              0.7281,             0.39235,            0.047325,            0.033111,           0.0085136,            0.001585,            0.001585,            0.001585
                 257,            0.031138,            0.027758,            0.001262,             0.77921,             0.66596,             0.72685,             0.39412,            0.047159,            0.033349,           0.0082889,            0.001552,            0.001552,            0.001552
                 258,            0.030599,            0.027996,           0.0010322,             0.78579,               0.659,             0.73096,             0.39566,            0.047303,            0.033487,           0.0080603,            0.001519,            0.001519,            0.001519
                 259,             0.02992,            0.027311,          0.00098195,             0.79006,             0.66683,             0.72832,             0.39568,            0.047301,            0.033627,           0.0079236,            0.001486,            0.001486,            0.001486
                 260,            0.031657,            0.028865,           0.0012157,             0.79039,             0.66782,             0.72931,             0.39578,            0.046987,            0.033425,           0.0079891,            0.001453,            0.001453,            0.001453
                 261,            0.030524,            0.026623,           0.0010478,             0.77404,             0.67601,             0.72979,             0.39643,            0.046892,            0.033189,           0.0081022,             0.00142,             0.00142,             0.00142
                 262,            0.029636,            0.026165,           0.0010809,             0.77956,               0.669,             0.73123,             0.40358,               0.047,            0.033031,             0.00811,            0.001387,            0.001387,            0.001387
                 263,            0.030497,            0.026834,           0.0010579,             0.80015,             0.65105,             0.72983,             0.40058,             0.04704,            0.033039,           0.0081682,            0.001354,            0.001354,            0.001354
                 264,            0.031264,            0.026667,           0.0011581,             0.79331,             0.66255,             0.73451,             0.40245,            0.046968,            0.033179,           0.0080482,            0.001321,            0.001321,            0.001321
                 265,            0.030301,            0.027317,            0.001119,             0.77675,             0.67912,             0.73788,              0.4058,             0.04702,            0.032951,           0.0081416,            0.001288,            0.001288,            0.001288
                 266,            0.030978,            0.027376,           0.0011146,              0.8132,              0.6537,             0.73546,             0.40621,            0.047024,            0.032873,           0.0081403,            0.001255,            0.001255,            0.001255
                 267,            0.030151,            0.027198,            0.001115,             0.79091,             0.66246,             0.73238,             0.39745,            0.047102,            0.032921,           0.0082291,            0.001222,            0.001222,            0.001222
                 268,            0.030487,            0.026203,           0.0010339,             0.78642,             0.67299,             0.73037,             0.40028,             0.04703,            0.032715,           0.0084309,            0.001189,            0.001189,            0.001189
                 269,            0.030716,            0.028641,           0.0011007,             0.77547,             0.68055,             0.72992,             0.39921,            0.047091,            0.032916,           0.0083477,            0.001156,            0.001156,            0.001156
                 270,            0.029554,            0.027215,           0.0012848,             0.77498,             0.67927,              0.7267,             0.39802,             0.04722,            0.033182,           0.0082458,            0.001123,            0.001123,            0.001123
                 271,            0.029959,            0.026536,           0.0010826,             0.78684,             0.68151,             0.73204,             0.39597,            0.047198,            0.033257,           0.0083349,             0.00109,             0.00109,             0.00109
                 272,            0.029723,            0.026352,            0.001058,             0.81249,             0.64848,             0.72665,             0.39606,            0.047213,            0.033459,           0.0083165,            0.001057,            0.001057,            0.001057
                 273,            0.030193,            0.026363,           0.0010439,             0.81325,             0.64716,             0.72991,             0.39914,            0.047206,            0.033385,           0.0083129,            0.001024,            0.001024,            0.001024
                 274,            0.030246,            0.026858,           0.0011073,             0.78672,             0.67406,             0.72959,             0.39799,            0.047095,            0.033476,           0.0082746,            0.000991,            0.000991,            0.000991
                 275,            0.030306,            0.025798,           0.0010685,             0.79251,             0.66786,             0.73065,             0.39774,            0.047221,            0.033535,           0.0080885,            0.000958,            0.000958,            0.000958
                 276,            0.030432,            0.026916,           0.0012683,             0.78858,             0.67623,             0.72996,             0.39851,            0.047291,            0.033342,           0.0079768,            0.000925,            0.000925,            0.000925
                 277,            0.030462,            0.027669,           0.0010212,             0.79991,             0.65416,             0.73212,             0.39816,            0.047195,             0.03333,           0.0081518,            0.000892,            0.000892,            0.000892
                 278,            0.029887,            0.026189,            0.001211,              0.8012,             0.64721,             0.73388,             0.40654,             0.04713,            0.033311,           0.0081072,            0.000859,            0.000859,            0.000859
                 279,            0.028885,            0.026391,          0.00096577,             0.80072,             0.65374,             0.72979,             0.40022,             0.04709,            0.033485,           0.0081325,            0.000826,            0.000826,            0.000826
                 280,            0.029995,            0.027105,           0.0010776,             0.75699,             0.68704,               0.732,             0.40078,            0.046936,            0.033489,            0.008126,            0.000793,            0.000793,            0.000793
                 281,             0.03044,            0.027627,          0.00095572,             0.82421,             0.64434,             0.73351,             0.40337,            0.046928,            0.033419,            0.008008,             0.00076,             0.00076,             0.00076
                 282,            0.029328,            0.026067,            0.001009,             0.79466,             0.66398,              0.7317,             0.40285,            0.046966,            0.033338,           0.0080499,            0.000727,            0.000727,            0.000727
                 283,            0.029895,            0.026426,           0.0010675,             0.80373,             0.65854,             0.73101,             0.40594,            0.047034,            0.033445,           0.0080731,            0.000694,            0.000694,            0.000694
                 284,            0.030339,            0.026806,           0.0010655,              0.8071,             0.66684,             0.73245,             0.40525,            0.047053,            0.033551,           0.0080261,            0.000661,            0.000661,            0.000661
                 285,            0.029309,             0.02578,          0.00098083,             0.80549,              0.6661,             0.73366,             0.40438,            0.046904,            0.033487,           0.0080049,            0.000628,            0.000628,            0.000628
                 286,            0.029662,            0.026797,          0.00098564,              0.7798,              0.6766,             0.73504,               0.404,            0.046914,            0.033642,           0.0080292,            0.000595,            0.000595,            0.000595
                 287,            0.029193,            0.025218,           0.0009282,             0.78807,             0.67661,             0.73243,             0.40298,            0.046926,            0.033521,           0.0080604,            0.000562,            0.000562,            0.000562
                 288,            0.029485,            0.025911,           0.0010617,             0.78971,               0.677,             0.73079,             0.40336,            0.046945,            0.033454,           0.0080901,            0.000529,            0.000529,            0.000529
                 289,            0.029837,            0.024749,           0.0012796,             0.79124,             0.67064,              0.7306,             0.40601,            0.046842,            0.033316,            0.008017,            0.000496,            0.000496,            0.000496
                 290,            0.029949,            0.026834,           0.0010714,             0.79697,             0.66789,             0.73101,             0.40375,            0.046965,            0.033381,            0.008074,            0.000463,            0.000463,            0.000463
                 291,            0.029732,            0.025444,          0.00095406,             0.79455,             0.66087,             0.73022,             0.40315,            0.046875,            0.033297,           0.0080986,             0.00043,             0.00043,             0.00043
                 292,            0.030328,            0.026751,           0.0011451,             0.80761,             0.65341,             0.72932,             0.40691,            0.046903,            0.033287,           0.0080846,            0.000397,            0.000397,            0.000397
                 293,             0.03024,            0.026683,           0.0010259,              0.8037,             0.66403,             0.73145,             0.40252,            0.046876,            0.033386,           0.0081694,            0.000364,            0.000364,            0.000364
                 294,            0.028556,            0.025531,           0.0010419,              0.7865,             0.67409,             0.72943,             0.40138,            0.046883,            0.033456,           0.0081614,            0.000331,            0.000331,            0.000331
                 295,            0.029661,            0.027809,          0.00094863,             0.80065,             0.65596,             0.72562,             0.39874,            0.046886,            0.033508,           0.0083416,            0.000298,            0.000298,            0.000298
                 296,            0.029399,            0.025506,           0.0010775,             0.80346,             0.65878,             0.72781,             0.39779,            0.046804,            0.033295,           0.0083261,            0.000265,            0.000265,            0.000265
                 297,            0.029659,            0.026468,          0.00084231,              0.7999,             0.67809,             0.73173,             0.40201,            0.046769,            0.033194,           0.0081572,            0.000232,            0.000232,            0.000232
                 298,            0.028722,            0.024788,          0.00094887,             0.79905,             0.67393,             0.73242,             0.40425,            0.046794,            0.033106,           0.0080479,            0.000199,            0.000199,            0.000199
                 299,            0.029438,            0.026146,          0.00098809,              0.7968,              0.6705,             0.73234,             0.40574,            0.046858,            0.033176,           0.0081437,            0.000166,            0.000166,            0.000166
